state,action,next_state,done,curr_time,seed
[[-0.43627382  0.        ]],0,[[-0.43792129 -0.00164747]],False,1576518033.4640057,16
[[-0.43792129 -0.00164747]],0,[[-0.44120429 -0.003283  ]],False,1576518033.4761322
[[-0.44120429 -0.003283  ]],0,[[-0.44609898 -0.00489469]],False,1576518033.4934103
[[-0.44609898 -0.00489469]],0,[[-0.45256969 -0.00647071]],False,1576518033.5103638
[[-0.45256969 -0.00647071]],0,[[-0.46056909 -0.00799941]],False,1576518033.526479
[[-0.46056909 -0.00799941]],0,[[-0.47003841 -0.00946932]],False,1576518033.5440218
[[-0.47003841 -0.00946932]],0,[[-0.48090771 -0.01086929]],False,1576518033.5616908
[[-0.48090771 -0.01086929]],0,[[-0.49309631 -0.0121886 ]],False,1576518033.576398
[[-0.49309631 -0.0121886 ]],0,[[-0.50651336 -0.01341705]],False,1576518033.593584
[[-0.50651336 -0.01341705]],0,[[-0.5210585  -0.01454514]],False,1576518033.6111803
[[-0.5210585  -0.01454514]],0,[[-0.53662269 -0.01556419]],False,1576518033.6273253
[[-0.53662269 -0.01556419]],0,[[-0.55308922 -0.01646653]],False,1576518033.6444337
[[-0.55308922 -0.01646653]],0,[[-0.57033486 -0.01724564]],False,1576518033.6606085
[[-0.57033486 -0.01724564]],0,[[-0.58823114 -0.01789627]],False,1576518033.6769757
[[-0.58823114 -0.01789627]],0,[[-0.60664569 -0.01841456]],False,1576518033.6932821
[[-0.60664569 -0.01841456]],0,[[-0.62544383 -0.01879813]],False,1576518033.7103636
[[-0.62544383 -0.01879813]],0,[[-0.64448995 -0.01904612]],False,1576518033.7266645
[[-0.64448995 -0.01904612]],0,[[-0.66364913 -0.01915918]],False,1576518033.74392
[[-0.66364913 -0.01915918]],0,[[-0.68278857 -0.01913944]],False,1576518033.7620592
[[-0.68278857 -0.01913944]],0,[[-0.70177896 -0.01899038]],False,1576518033.7830157
[[-0.70177896 -0.01899038]],0,[[-0.72049573 -0.01871677]],False,1576518033.799594
[[-0.72049573 -0.01871677]],0,[[-0.73882016 -0.01832443]],False,1576518033.8117352
[[-0.73882016 -0.01832443]],0,[[-0.75664027 -0.01782011]],False,1576518033.8293645
[[-0.75664027 -0.01782011]],0,[[-0.77385151 -0.01721124]],False,1576518033.8460119
[[-0.77385151 -0.01721124]],0,[[-0.79035726 -0.01650576]],False,1576518033.8635187
[[-0.79035726 -0.01650576]],0,[[-0.80606915 -0.01571189]],False,1576518033.8806155
[[-0.80606915 -0.01571189]],0,[[-0.82090712 -0.01483796]],False,1576518033.8951786
[[-0.82090712 -0.01483796]],0,[[-0.83479937 -0.01389226]],False,1576518033.9126132
[[-0.83479937 -0.01389226]],0,[[-0.84768221 -0.01288284]],False,1576518033.9313457
[[-0.84768221 -0.01288284]],2,[[-0.85749966 -0.00981745]],False,1576518033.9461596
[[-0.85749966 -0.00981745]],2,[[-0.86421114 -0.00671148]],False,1576518033.9639938
[[-0.86421114 -0.00671148]],2,[[-0.86778994 -0.00357881]],False,1576518033.9789236
[[-0.86778994 -0.00357881]],2,[[-8.68222196e-01 -4.32252563e-04]],False,1576518033.99736
[[-8.68222196e-01 -4.32252563e-04]],2,[[-0.86550624  0.00271596]],False,1576518034.0114794
[[-0.86550624  0.00271596]],2,[[-0.85965255  0.00585368]],False,1576518034.0320032
[[-0.85965255  0.00585368]],2,[[-0.85068424  0.00896831]],False,1576518034.0460432
[[-0.85068424  0.00896831]],2,[[-0.83863793  0.01204631]],False,1576518034.065143
[[-0.83863793  0.01204631]],2,[[-0.82356522  0.01507272]],False,1576518034.0813317
[[-0.82356522  0.01507272]],2,[[-0.80553434  0.01803088]],False,1576518034.0967214
[[-0.80553434  0.01803088]],2,[[-0.78463219  0.02090215]],False,1576518034.1134286
[[-0.78463219  0.02090215]],2,[[-0.76096634  0.02366585]],False,1576518034.1285005
[[-0.76096634  0.02366585]],2,[[-0.73466693  0.02629941]],False,1576518034.1465728
[[-0.73466693  0.02629941]],2,[[-0.70588819  0.02877874]],False,1576518034.16365
[[-0.70588819  0.02877874]],2,[[-0.67480941  0.03107878]],False,1576518034.1781206
[[-0.67480941  0.03107878]],0,[[-0.64363505  0.03117436]],False,1576518034.1961844
[[-0.64363505  0.03117436]],0,[[-0.61257975  0.0310553 ]],False,1576518034.2123182
[[-0.61257975  0.0310553 ]],0,[[-0.58186499  0.03071476]],False,1576518034.229322
[[-0.58186499  0.03071476]],0,[[-0.55171545  0.03014953]],False,1576518034.245193
[[-0.55171545  0.03014953]],0,[[-0.52235529  0.02936016]],False,1576518034.2621076
[[-0.52235529  0.02936016]],0,[[-0.49400446  0.02835083]],False,1576518034.2786736
[[-0.49400446  0.02835083]],0,[[-0.46687529  0.02712917]],False,1576518034.294092
[[-0.46687529  0.02712917]],0,[[-0.4411695   0.02570579]],False,1576518034.3114605
[[-0.4411695   0.02570579]],0,[[-0.41707565  0.02409385]],False,1576518034.3285818
[[-0.41707565  0.02409385]],0,[[-0.39476719  0.02230846]],False,1576518034.3500073
[[-0.39476719  0.02230846]],0,[[-0.37440109  0.0203661 ]],False,1576518034.365831
[[-0.37440109  0.0203661 ]],0,[[-0.35611698  0.01828411]],False,1576518034.379695
[[-0.35611698  0.01828411]],0,[[-0.3400368   0.01608018]],False,1576518034.395922
[[-0.3400368   0.01608018]],0,[[-0.3262648  0.013772 ]],False,1576518034.4132683
[[-0.3262648  0.013772 ]],0,[[-0.31488785  0.01137694]],False,1576518034.432636
[[-0.31488785  0.01137694]],0,[[-0.30597595  0.0089119 ]],False,1576518034.4465141
[[-0.30597595  0.0089119 ]],0,[[-0.29958271  0.00639324]],False,1576518034.464338
[[-0.29958271  0.00639324]],0,[[-0.29574595  0.00383676]],False,1576518034.479093
[[-0.29574595  0.00383676]],0,[[-0.29448808  0.00125787]],False,1576518034.4995663
[[-0.29448808  0.00125787]],0,[[-0.2958164  -0.00132832]],False,1576518034.5130935
[[-0.2958164  -0.00132832]],0,[[-0.2997232 -0.0039068]],False,1576518034.5316443
[[-0.2997232 -0.0039068]],0,[[-0.30618566 -0.00646245]],False,1576518034.5460145
[[-0.30618566 -0.00646245]],0,[[-0.31516553 -0.00897987]],False,1576518034.5646572
[[-0.31516553 -0.00897987]],0,[[-0.32660875 -0.01144322]],False,1576518034.5825813
[[-0.32660875 -0.01144322]],0,[[-0.34044489 -0.01383614]],False,1576518034.6005404
[[-0.34044489 -0.01383614]],0,[[-0.3565866  -0.01614171]],False,1576518034.6126904
[[-0.3565866  -0.01614171]],0,[[-0.37492915 -0.01834255]],False,1576518034.633303
[[-0.37492915 -0.01834255]],0,[[-0.39535012 -0.02042097]],False,1576518034.6477494
[[-0.39535012 -0.02042097]],0,[[-0.4177094  -0.02235928]],False,1576518034.6630702
[[-0.4177094  -0.02235928]],0,[[-0.44184956 -0.02414016]],False,1576518034.6814606
[[-0.44184956 -0.02414016]],0,[[-0.46759671 -0.02574715]],False,1576518034.6959863
[[-0.46759671 -0.02574715]],0,[[-0.4947619  -0.02716519]],False,1576518034.7136781
[[-0.4947619  -0.02716519]],0,[[-0.5231431 -0.0283812]],False,1576518034.7328947
[[-0.5231431 -0.0283812]],0,[[-0.55252771 -0.02938462]],False,1576518034.7460651
[[-0.55252771 -0.02938462]],0,[[-0.58269564 -0.03016792]],False,1576518034.7636552
[[-0.58269564 -0.03016792]],0,[[-0.61342265 -0.03072701]],False,1576518034.7805135
[[-0.61342265 -0.03072701]],0,[[-0.64448411 -0.03106146]],False,1576518034.7964346
[[-0.64448411 -0.03106146]],0,[[-0.67565867 -0.03117456]],False,1576518034.8159733
[[-0.67565867 -0.03117456]],0,[[-0.70673193 -0.03107326]],False,1576518034.8301103
[[-0.70673193 -0.03107326]],0,[[-0.73749975 -0.03076782]],False,1576518034.8462422
[[-0.73749975 -0.03076782]],0,[[-0.76777116 -0.03027142]],False,1576518034.8655128
[[-0.76777116 -0.03027142]],0,[[-0.79737072 -0.02959956]],False,1576518034.878856
[[-0.79737072 -0.02959956]],0,[[-0.82614018 -0.02876945]],False,1576518034.8987656
[[-0.82614018 -0.02876945]],0,[[-0.85393952 -0.02779934]],False,1576518034.9141622
[[-0.85393952 -0.02779934]],0,[[-0.8806474  -0.02670788]],False,1576518034.9293566
[[-0.8806474  -0.02670788]],2,[[-0.9041609 -0.0235135]],False,1576518034.9473324
[[-0.9041609 -0.0235135]],2,[[-0.92440107 -0.02024016]],False,1576518034.9628406
[[-0.92440107 -0.02024016]],2,[[-0.94130896 -0.01690789]],False,1576518034.9806364
[[-0.94130896 -0.01690789]],2,[[-0.95484193 -0.01353297]],False,1576518034.9967408
[[-0.95484193 -0.01353297]],2,[[-0.96497025 -0.01012832]],False,1576518035.0128262
[[-0.96497025 -0.01012832]],2,[[-0.97167425 -0.006704  ]],False,1576518035.030606
[[-0.97167425 -0.006704  ]],2,[[-0.97494214 -0.00326789]],False,1576518035.046348
[[-0.97494214 -0.00326789]],2,[[-9.74768534e-01  1.73603471e-04]],False,1576518035.062879
[[-9.74768534e-01  1.73603471e-04]],2,[[-0.97115372  0.00361482]],False,1576518035.0854912
[[-0.97115372  0.00361482]],2,[[-0.96410367  0.00705004]],False,1576518035.098399
[[-0.96410367  0.00705004]],2,[[-0.9536309   0.01047277]],False,1576518035.1101813
[[-0.9536309   0.01047277]],2,[[-0.93975598  0.01387492]],False,1576518035.1296282
[[-0.93975598  0.01387492]],2,[[-0.9225098   0.01724618]],False,1576518035.146514
[[-0.9225098   0.01724618]],2,[[-0.9019365  0.0205733]],False,1576518035.162561
[[-0.9019365  0.0205733]],2,[[-0.87809684  0.02383965]],False,1576518035.178079
[[-0.87809684  0.02383965]],2,[[-0.85107204  0.0270248 ]],False,1576518035.1959083
[[-0.85107204  0.0270248 ]],2,[[-0.82096764  0.03010441]],False,1576518035.212511
[[-0.82096764  0.03010441]],2,[[-0.78791724  0.0330504 ]],False,1576518035.2289703
[[-0.78791724  0.0330504 ]],2,[[-0.75208577  0.03583147]],False,1576518035.2453313
[[-0.75208577  0.03583147]],2,[[-0.71367172  0.03841405]],False,1576518035.2630277
[[-0.71367172  0.03841405]],2,[[-0.67290814  0.04076359]],False,1576518035.2787082
[[-0.67290814  0.04076359]],2,[[-0.6300618   0.04284633]],False,1576518035.2963252
[[-0.6300618   0.04284633]],0,[[-0.5874305  0.0426313]],False,1576518035.3126938
[[-0.5874305  0.0426313]],0,[[-0.54532338  0.04210712]],False,1576518035.328929
[[-0.54532338  0.04210712]],0,[[-0.50405344  0.04126994]],False,1576518035.3440154
[[-0.50405344  0.04126994]],0,[[-0.46393001  0.04012343]],False,1576518035.3648746
[[-0.46393001  0.04012343]],0,[[-0.42525171  0.0386783 ]],False,1576518035.3794856
[[-0.42525171  0.0386783 ]],0,[[-0.38830036  0.03695135]],False,1576518035.3966026
[[-0.38830036  0.03695135]],0,[[-0.35333611  0.03496425]],False,1576518035.4138703
[[-0.35333611  0.03496425]],0,[[-0.32059402  0.03274209]],False,1576518035.4278944
[[-0.32059402  0.03274209]],0,[[-0.29028208  0.03031194]],False,1576518035.4458246
[[-0.29028208  0.03031194]],0,[[-0.26258059  0.02770149]],False,1576518035.4607995
[[-0.26258059  0.02770149]],0,[[-0.23764271  0.02493787]],False,1576518035.4807987
[[-0.23764271  0.02493787]],0,[[-0.21559597  0.02204675]],False,1576518035.496398
[[-0.21559597  0.02204675]],0,[[-0.19654428  0.01905169]],False,1576518035.5110292
[[-0.19654428  0.01905169]],0,[[-0.18057045  0.01597383]],False,1576518035.52826
[[-0.18057045  0.01597383]],0,[[-0.16773869  0.01283176]],False,1576518035.5449955
[[-0.16773869  0.01283176]],0,[[-0.15809703  0.00964167]],False,1576518035.565266
[[-0.15809703  0.00964167]],0,[[-0.1516794   0.00641762]],False,1576518035.5803885
[[-0.1516794   0.00641762]],0,[[-0.14850739  0.00317201]],False,1576518035.5995631
[[-0.14850739  0.00317201]],0,[[-1.48591339e-01 -8.39500461e-05]],False,1576518035.613679
[[-1.48591339e-01 -8.39500461e-05]],0,[[-0.15193098 -0.00333964]],False,1576518035.6299498
[[-0.15193098 -0.00333964]],0,[[-0.15851541 -0.00658442]],False,1576518035.6459775
[[-0.15851541 -0.00658442]],0,[[-0.16832244 -0.00980703]],False,1576518035.6629221
[[-0.16832244 -0.00980703]],0,[[-0.18131744 -0.01299501]],False,1576518035.6800013
[[-0.18131744 -0.01299501]],0,[[-0.19745162 -0.01613418]],False,1576518035.6964366
[[-0.19745162 -0.01613418]],0,[[-0.21665988 -0.01920825]],False,1576518035.7132947
[[-0.21665988 -0.01920825]],0,[[-0.23885837 -0.02219849]],False,1576518035.7311106
[[-0.23885837 -0.02219849]],0,[[-0.26394201 -0.02508364]],False,1576518035.746184
[[-0.26394201 -0.02508364]],0,[[-0.29178202 -0.02784001]],False,1576518035.7630098
[[-0.29178202 -0.02784001]],0,[[-0.32222386 -0.03044184]],False,1576518035.7832682
[[-0.32222386 -0.03044184]],0,[[-0.3550858  -0.03286194]],False,1576518035.7990377
[[-0.3550858  -0.03286194]],0,[[-0.39015844 -0.03507264]],False,1576518035.8132699
